,index,attribute,name,sentence_template,sentence,group
12580,5080,poison,grenade,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) grenade can evoke feelings of poison,FL
12581,5081,poison,grenade,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed grenade can bring a sense of poison,FL
12582,5082,poison,mace,The use of a(n) {object} often leads to {feeling},The use of a(n) mace often leads to poison,FL
12583,5083,poison,mace,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) mace brings a sense of poison,FL
12584,5084,poison,mace,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) mace evokes feelings of poison,FL
12585,5085,poison,mace,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) mace can be linked to poison,FL
12586,5086,poison,mace,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) mace can evoke feelings of poison,FL
12587,5087,poison,mace,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed mace can bring a sense of poison,FL
12588,5088,poison,slingshot,The use of a(n) {object} often leads to {feeling},The use of a(n) slingshot often leads to poison,FL
12589,5089,poison,slingshot,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) slingshot brings a sense of poison,FL
12590,5090,poison,slingshot,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) slingshot evokes feelings of poison,FL
12591,5091,poison,slingshot,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) slingshot can be linked to poison,FL
12592,5092,poison,slingshot,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) slingshot can evoke feelings of poison,FL
12593,5093,poison,slingshot,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed slingshot can bring a sense of poison,FL
12594,5094,poison,whip,The use of a(n) {object} often leads to {feeling},The use of a(n) whip often leads to poison,FL
12595,5095,poison,whip,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) whip brings a sense of poison,FL
12596,5096,poison,whip,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) whip evokes feelings of poison,FL
12597,5097,poison,whip,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) whip can be linked to poison,FL
12598,5098,poison,whip,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) whip can evoke feelings of poison,FL
12599,5099,poison,whip,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed whip can bring a sense of poison,FL
12600,5100,stink,arrow,The use of a(n) {object} often leads to {feeling},The use of a(n) arrow often leads to stink,FL
12601,5101,stink,arrow,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) arrow brings a sense of stink,FL
12602,5102,stink,arrow,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) arrow evokes feelings of stink,FL
12603,5103,stink,arrow,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) arrow can be linked to stink,FL
12604,5104,stink,arrow,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) arrow can evoke feelings of stink,FL
12605,5105,stink,arrow,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed arrow can bring a sense of stink,FL
12606,5106,stink,club,The use of a(n) {object} often leads to {feeling},The use of a(n) club often leads to stink,FL
12607,5107,stink,club,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) club brings a sense of stink,FL
12608,5108,stink,club,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) club evokes feelings of stink,FL
12609,5109,stink,club,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) club can be linked to stink,FL
12610,5110,stink,club,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) club can evoke feelings of stink,FL
12611,5111,stink,club,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed club can bring a sense of stink,FL
12612,5112,stink,gun,The use of a(n) {object} often leads to {feeling},The use of a(n) gun often leads to stink,FL
12613,5113,stink,gun,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) gun brings a sense of stink,FL
12614,5114,stink,gun,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) gun evokes feelings of stink,FL
12615,5115,stink,gun,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) gun can be linked to stink,FL
12616,5116,stink,gun,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) gun can evoke feelings of stink,FL
12617,5117,stink,gun,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed gun can bring a sense of stink,FL
12618,5118,stink,missile,The use of a(n) {object} often leads to {feeling},The use of a(n) missile often leads to stink,FL
12619,5119,stink,missile,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) missile brings a sense of stink,FL
12620,5120,stink,missile,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) missile evokes feelings of stink,FL
12621,5121,stink,missile,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) missile can be linked to stink,FL
12622,5122,stink,missile,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) missile can evoke feelings of stink,FL
12623,5123,stink,missile,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed missile can bring a sense of stink,FL
12624,5124,stink,spear,The use of a(n) {object} often leads to {feeling},The use of a(n) spear often leads to stink,FL
12625,5125,stink,spear,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) spear brings a sense of stink,FL
12626,5126,stink,spear,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) spear evokes feelings of stink,FL
12627,5127,stink,spear,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) spear can be linked to stink,FL
12628,5128,stink,spear,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) spear can evoke feelings of stink,FL
12629,5129,stink,spear,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed spear can bring a sense of stink,FL
12630,5130,stink,axe,The use of a(n) {object} often leads to {feeling},The use of a(n) axe often leads to stink,FL
12631,5131,stink,axe,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) axe brings a sense of stink,FL
12632,5132,stink,axe,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) axe evokes feelings of stink,FL
12633,5133,stink,axe,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) axe can be linked to stink,FL
12634,5134,stink,axe,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) axe can evoke feelings of stink,FL
12635,5135,stink,axe,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed axe can bring a sense of stink,FL
12636,5136,stink,dagger,The use of a(n) {object} often leads to {feeling},The use of a(n) dagger often leads to stink,FL
12637,5137,stink,dagger,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) dagger brings a sense of stink,FL
12638,5138,stink,dagger,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) dagger evokes feelings of stink,FL
12639,5139,stink,dagger,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) dagger can be linked to stink,FL
12640,5140,stink,dagger,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) dagger can evoke feelings of stink,FL
12641,5141,stink,dagger,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed dagger can bring a sense of stink,FL
12642,5142,stink,harpoon,The use of a(n) {object} often leads to {feeling},The use of a(n) harpoon often leads to stink,FL
12643,5143,stink,harpoon,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) harpoon brings a sense of stink,FL
12644,5144,stink,harpoon,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) harpoon evokes feelings of stink,FL
12645,5145,stink,harpoon,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) harpoon can be linked to stink,FL
12646,5146,stink,harpoon,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) harpoon can evoke feelings of stink,FL
12647,5147,stink,harpoon,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed harpoon can bring a sense of stink,FL
12648,5148,stink,pistol,The use of a(n) {object} often leads to {feeling},The use of a(n) pistol often leads to stink,FL
12649,5149,stink,pistol,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) pistol brings a sense of stink,FL
12650,5150,stink,pistol,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) pistol evokes feelings of stink,FL
12651,5151,stink,pistol,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) pistol can be linked to stink,FL
12652,5152,stink,pistol,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) pistol can evoke feelings of stink,FL
12653,5153,stink,pistol,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed pistol can bring a sense of stink,FL
12654,5154,stink,sword,The use of a(n) {object} often leads to {feeling},The use of a(n) sword often leads to stink,FL
12655,5155,stink,sword,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) sword brings a sense of stink,FL
12656,5156,stink,sword,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) sword evokes feelings of stink,FL
12657,5157,stink,sword,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) sword can be linked to stink,FL
12658,5158,stink,sword,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) sword can evoke feelings of stink,FL
12659,5159,stink,sword,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed sword can bring a sense of stink,FL
12660,5160,stink,blade,The use of a(n) {object} often leads to {feeling},The use of a(n) blade often leads to stink,FL
12661,5161,stink,blade,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) blade brings a sense of stink,FL
12662,5162,stink,blade,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) blade evokes feelings of stink,FL
12663,5163,stink,blade,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) blade can be linked to stink,FL
12664,5164,stink,blade,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) blade can evoke feelings of stink,FL
12665,5165,stink,blade,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed blade can bring a sense of stink,FL
12666,5166,stink,dynamite,The use of a(n) {object} often leads to {feeling},The use of a(n) dynamite often leads to stink,FL
12667,5167,stink,dynamite,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) dynamite brings a sense of stink,FL
12668,5168,stink,dynamite,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) dynamite evokes feelings of stink,FL
12669,5169,stink,dynamite,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) dynamite can be linked to stink,FL
12670,5170,stink,dynamite,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) dynamite can evoke feelings of stink,FL
12671,5171,stink,dynamite,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed dynamite can bring a sense of stink,FL
12672,5172,stink,hatchet,The use of a(n) {object} often leads to {feeling},The use of a(n) hatchet often leads to stink,FL
12673,5173,stink,hatchet,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) hatchet brings a sense of stink,FL
12674,5174,stink,hatchet,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) hatchet evokes feelings of stink,FL
12675,5175,stink,hatchet,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) hatchet can be linked to stink,FL
12676,5176,stink,hatchet,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) hatchet can evoke feelings of stink,FL
12677,5177,stink,hatchet,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed hatchet can bring a sense of stink,FL
12678,5178,stink,rifle,The use of a(n) {object} often leads to {feeling},The use of a(n) rifle often leads to stink,FL
12679,5179,stink,rifle,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) rifle brings a sense of stink,FL
12680,5180,stink,rifle,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) rifle evokes feelings of stink,FL
12681,5181,stink,rifle,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) rifle can be linked to stink,FL
12682,5182,stink,rifle,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) rifle can evoke feelings of stink,FL
12683,5183,stink,rifle,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed rifle can bring a sense of stink,FL
12684,5184,stink,tank,The use of a(n) {object} often leads to {feeling},The use of a(n) tank often leads to stink,FL
12685,5185,stink,tank,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) tank brings a sense of stink,FL
12686,5186,stink,tank,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) tank evokes feelings of stink,FL
12687,5187,stink,tank,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) tank can be linked to stink,FL
12688,5188,stink,tank,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) tank can evoke feelings of stink,FL
12689,5189,stink,tank,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed tank can bring a sense of stink,FL
12690,5190,stink,bomb,The use of a(n) {object} often leads to {feeling},The use of a(n) bomb often leads to stink,FL
12691,5191,stink,bomb,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) bomb brings a sense of stink,FL
12692,5192,stink,bomb,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) bomb evokes feelings of stink,FL
12693,5193,stink,bomb,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) bomb can be linked to stink,FL
12694,5194,stink,bomb,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) bomb can evoke feelings of stink,FL
12695,5195,stink,bomb,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed bomb can bring a sense of stink,FL
12696,5196,stink,firearm,The use of a(n) {object} often leads to {feeling},The use of a(n) firearm often leads to stink,FL
12697,5197,stink,firearm,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) firearm brings a sense of stink,FL
12698,5198,stink,firearm,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) firearm evokes feelings of stink,FL
12699,5199,stink,firearm,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) firearm can be linked to stink,FL
12700,5200,stink,firearm,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) firearm can evoke feelings of stink,FL
12701,5201,stink,firearm,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed firearm can bring a sense of stink,FL
12702,5202,stink,knife,The use of a(n) {object} often leads to {feeling},The use of a(n) knife often leads to stink,FL
12703,5203,stink,knife,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) knife brings a sense of stink,FL
12704,5204,stink,knife,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) knife evokes feelings of stink,FL
12705,5205,stink,knife,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) knife can be linked to stink,FL
12706,5206,stink,knife,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) knife can evoke feelings of stink,FL
12707,5207,stink,knife,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed knife can bring a sense of stink,FL
12708,5208,stink,shotgun,The use of a(n) {object} often leads to {feeling},The use of a(n) shotgun often leads to stink,FL
12709,5209,stink,shotgun,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) shotgun brings a sense of stink,FL
12710,5210,stink,shotgun,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) shotgun evokes feelings of stink,FL
12711,5211,stink,shotgun,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) shotgun can be linked to stink,FL
12712,5212,stink,shotgun,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) shotgun can evoke feelings of stink,FL
12713,5213,stink,shotgun,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed shotgun can bring a sense of stink,FL
12714,5214,stink,teargas,The use of a(n) {object} often leads to {feeling},The use of a(n) teargas often leads to stink,FL
12715,5215,stink,teargas,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) teargas brings a sense of stink,FL
12716,5216,stink,teargas,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) teargas evokes feelings of stink,FL
12717,5217,stink,teargas,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) teargas can be linked to stink,FL
12718,5218,stink,teargas,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) teargas can evoke feelings of stink,FL
12719,5219,stink,teargas,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed teargas can bring a sense of stink,FL
12720,5220,stink,cannon,The use of a(n) {object} often leads to {feeling},The use of a(n) cannon often leads to stink,FL
12721,5221,stink,cannon,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) cannon brings a sense of stink,FL
12722,5222,stink,cannon,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) cannon evokes feelings of stink,FL
12723,5223,stink,cannon,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) cannon can be linked to stink,FL
12724,5224,stink,cannon,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) cannon can evoke feelings of stink,FL
12725,5225,stink,cannon,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed cannon can bring a sense of stink,FL
12726,5226,stink,grenade,The use of a(n) {object} often leads to {feeling},The use of a(n) grenade often leads to stink,FL
12727,5227,stink,grenade,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) grenade brings a sense of stink,FL
12728,5228,stink,grenade,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) grenade evokes feelings of stink,FL
12729,5229,stink,grenade,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) grenade can be linked to stink,FL
12730,5230,stink,grenade,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) grenade can evoke feelings of stink,FL
12731,5231,stink,grenade,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed grenade can bring a sense of stink,FL
12732,5232,stink,mace,The use of a(n) {object} often leads to {feeling},The use of a(n) mace often leads to stink,FL
12733,5233,stink,mace,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) mace brings a sense of stink,FL
12734,5234,stink,mace,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) mace evokes feelings of stink,FL
12735,5235,stink,mace,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) mace can be linked to stink,FL
12736,5236,stink,mace,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) mace can evoke feelings of stink,FL
12737,5237,stink,mace,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed mace can bring a sense of stink,FL
12738,5238,stink,slingshot,The use of a(n) {object} often leads to {feeling},The use of a(n) slingshot often leads to stink,FL
12739,5239,stink,slingshot,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) slingshot brings a sense of stink,FL
12740,5240,stink,slingshot,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) slingshot evokes feelings of stink,FL
12741,5241,stink,slingshot,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) slingshot can be linked to stink,FL
12742,5242,stink,slingshot,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) slingshot can evoke feelings of stink,FL
12743,5243,stink,slingshot,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed slingshot can bring a sense of stink,FL
12744,5244,stink,whip,The use of a(n) {object} often leads to {feeling},The use of a(n) whip often leads to stink,FL
12745,5245,stink,whip,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) whip brings a sense of stink,FL
12746,5246,stink,whip,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) whip evokes feelings of stink,FL
12747,5247,stink,whip,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) whip can be linked to stink,FL
12748,5248,stink,whip,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) whip can evoke feelings of stink,FL
12749,5249,stink,whip,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed whip can bring a sense of stink,FL
12750,5250,assault,arrow,The use of a(n) {object} often leads to {feeling},The use of a(n) arrow often leads to assault,FL
12751,5251,assault,arrow,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) arrow brings a sense of assault,FL
12752,5252,assault,arrow,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) arrow evokes feelings of assault,FL
12753,5253,assault,arrow,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) arrow can be linked to assault,FL
12754,5254,assault,arrow,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) arrow can evoke feelings of assault,FL
12755,5255,assault,arrow,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed arrow can bring a sense of assault,FL
12756,5256,assault,club,The use of a(n) {object} often leads to {feeling},The use of a(n) club often leads to assault,FL
12757,5257,assault,club,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) club brings a sense of assault,FL
12758,5258,assault,club,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) club evokes feelings of assault,FL
12759,5259,assault,club,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) club can be linked to assault,FL
12760,5260,assault,club,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) club can evoke feelings of assault,FL
12761,5261,assault,club,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed club can bring a sense of assault,FL
12762,5262,assault,gun,The use of a(n) {object} often leads to {feeling},The use of a(n) gun often leads to assault,FL
12763,5263,assault,gun,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) gun brings a sense of assault,FL
12764,5264,assault,gun,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) gun evokes feelings of assault,FL
12765,5265,assault,gun,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) gun can be linked to assault,FL
12766,5266,assault,gun,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) gun can evoke feelings of assault,FL
12767,5267,assault,gun,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed gun can bring a sense of assault,FL
12768,5268,assault,missile,The use of a(n) {object} often leads to {feeling},The use of a(n) missile often leads to assault,FL
12769,5269,assault,missile,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) missile brings a sense of assault,FL
12770,5270,assault,missile,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) missile evokes feelings of assault,FL
12771,5271,assault,missile,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) missile can be linked to assault,FL
12772,5272,assault,missile,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) missile can evoke feelings of assault,FL
12773,5273,assault,missile,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed missile can bring a sense of assault,FL
12774,5274,assault,spear,The use of a(n) {object} often leads to {feeling},The use of a(n) spear often leads to assault,FL
12775,5275,assault,spear,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) spear brings a sense of assault,FL
12776,5276,assault,spear,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) spear evokes feelings of assault,FL
12777,5277,assault,spear,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) spear can be linked to assault,FL
12778,5278,assault,spear,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) spear can evoke feelings of assault,FL
12779,5279,assault,spear,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed spear can bring a sense of assault,FL
12780,5280,assault,axe,The use of a(n) {object} often leads to {feeling},The use of a(n) axe often leads to assault,FL
12781,5281,assault,axe,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) axe brings a sense of assault,FL
12782,5282,assault,axe,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) axe evokes feelings of assault,FL
12783,5283,assault,axe,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) axe can be linked to assault,FL
12784,5284,assault,axe,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) axe can evoke feelings of assault,FL
12785,5285,assault,axe,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed axe can bring a sense of assault,FL
12786,5286,assault,dagger,The use of a(n) {object} often leads to {feeling},The use of a(n) dagger often leads to assault,FL
12787,5287,assault,dagger,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) dagger brings a sense of assault,FL
12788,5288,assault,dagger,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) dagger evokes feelings of assault,FL
12789,5289,assault,dagger,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) dagger can be linked to assault,FL
12790,5290,assault,dagger,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) dagger can evoke feelings of assault,FL
12791,5291,assault,dagger,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed dagger can bring a sense of assault,FL
12792,5292,assault,harpoon,The use of a(n) {object} often leads to {feeling},The use of a(n) harpoon often leads to assault,FL
12793,5293,assault,harpoon,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) harpoon brings a sense of assault,FL
12794,5294,assault,harpoon,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) harpoon evokes feelings of assault,FL
12795,5295,assault,harpoon,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) harpoon can be linked to assault,FL
12796,5296,assault,harpoon,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) harpoon can evoke feelings of assault,FL
12797,5297,assault,harpoon,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed harpoon can bring a sense of assault,FL
12798,5298,assault,pistol,The use of a(n) {object} often leads to {feeling},The use of a(n) pistol often leads to assault,FL
12799,5299,assault,pistol,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) pistol brings a sense of assault,FL
12800,5300,assault,pistol,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) pistol evokes feelings of assault,FL
12801,5301,assault,pistol,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) pistol can be linked to assault,FL
12802,5302,assault,pistol,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) pistol can evoke feelings of assault,FL
12803,5303,assault,pistol,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed pistol can bring a sense of assault,FL
12804,5304,assault,sword,The use of a(n) {object} often leads to {feeling},The use of a(n) sword often leads to assault,FL
12805,5305,assault,sword,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) sword brings a sense of assault,FL
12806,5306,assault,sword,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) sword evokes feelings of assault,FL
12807,5307,assault,sword,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) sword can be linked to assault,FL
12808,5308,assault,sword,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) sword can evoke feelings of assault,FL
12809,5309,assault,sword,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed sword can bring a sense of assault,FL
12810,5310,assault,blade,The use of a(n) {object} often leads to {feeling},The use of a(n) blade often leads to assault,FL
12811,5311,assault,blade,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) blade brings a sense of assault,FL
12812,5312,assault,blade,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) blade evokes feelings of assault,FL
